gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSDARG00000089142,57.4568840138191,1.618970805936354,0.4110691458381055,3.938439122292981,8.201339641814763e-05,0.0236086487786463,zgc:113119
ENSDARG00000089236,33.94146527587336,1.6561329637812714,0.4517349349779845,3.6661609177115855,0.0002462190233787,0.0491507281578933,mettl15
ENSDARG00000044511,80.11454930688822,1.7165646057276536,0.436112054044949,3.936063197076253,8.282916947171473e-05,0.0236086487786463,etv5b
ENSDARG00000052575,595.4218826126132,1.740892095967966,0.3237543263363112,5.377201026680809,7.565269040854033e-08,0.0001272572818534,arl13a
ENSDARG00000075045,569.1693858409405,1.7511509928593594,0.3597368494931398,4.867866595614786,1.1280943664168465e-06,0.0012650638240726,cxcl18b
ENSDARG00000014599,484.4191042945246,1.8631640686090152,0.4983862503133427,3.738393800867533,0.000185199694291,0.0408562669848206,slc5a6b
ENSDARG00000097483,58.42197736096699,1.9069329812682692,0.4337416794008373,4.396471613939593,1.1002474174598988e-05,0.0055319770743467,ENSDARG00000097483
ENSDARG00000003219,139.20355770321137,1.9651838784061544,0.5165447145357991,3.804479695764959,0.0001421025669265,0.0341477543416066,bin2a
ENSDARG00000103450,97.24033826519344,1.979898168425868,0.5160668667233974,3.83651479312478,0.0001247926823283,0.0310987986313496,ENSDARG00000103450
ENSDARG00000053625,199.20939896798453,2.0126324316439543,0.5417101571496784,3.71533080020844,0.0002029380253317,0.0433482064585533,anxa2b
ENSDARG00000108953,53.82516411369653,2.1067755728187945,0.5220836783781485,4.035321654497008,5.452754523758461e-05,0.0174467337147698,ENSDARG00000108953
ENSDARG00000035944,18.633227179717785,2.1195230034393555,0.5066415176869067,4.1834767373904285,2.870844786738908e-05,0.0115750622995353,ENSDARG00000035944
ENSDARG00000103031,24.13335898038489,2.121601691922399,0.5264365016016141,4.030118894620156,5.57486475243445e-05,0.0174467337147698,ENSDARG00000103031
ENSDARG00000003615,633.2953140267172,2.181773108935253,0.5859053912698527,3.723763497390972,0.0001962748034707,0.0426011295210601,slc26a3.2
ENSDARG00000104256,84.55460846387146,2.248041726851153,0.5496170781938162,4.090196276721967,4.310082890290357e-05,0.0152633645933256,bco1
ENSDARG00000091013,26.72733567580145,2.2516640422336374,0.5123743357464393,4.394568355874731,1.1099307498503457e-05,0.0055319770743467,ENSDARG00000091013
ENSDARG00000090783,236.9894665418922,2.3338009524435583,0.636382655667818,3.667291890591321,0.0002451329144208,0.0491507281578933,mfap4.1
ENSDARG00000018025,42.73239739510834,2.4059396756346425,0.6512512899343914,3.694333835219002,0.0002204640049641,0.0463560017937969,tbx2a
ENSDARG00000102669,74.91186074256201,2.4213945260762566,0.5615431193914553,4.312036676186725,1.6175759312569486e-05,0.0070218449377176,or95a1
ENSDARG00000015709,98.27350528496017,2.4358375052785357,0.6317753888363768,3.855543518029303,0.0001154727857016,0.0303038456170454,hsd17b12a
ENSDARG00000001870,286.5385879681608,2.552283703838176,0.6590963139691838,3.872398691578039,0.0001077694756594,0.029005076678993,atp1a1a.4
ENSDARG00000086070,16.091238920479718,2.564303575636659,0.5931843882147427,4.322945152609678,1.539600186191248e-05,0.0070218449377176,fgf20b
ENSDARG00000070480,228.28092601695525,2.6443388073990053,0.7066148879731341,3.7422630805077866,0.0001823704434454,0.0408562669848206,agr2
ENSDARG00000028507,165.19633994462717,2.7329379443465047,0.6924855835835081,3.9465629453308826,7.92810859463766e-05,0.0236086487786463,itgb4
ENSDARG00000031776,9495.613772266692,2.7473150709859624,0.7053440333095302,3.895000086830453,9.819869459479798e-05,0.0269685680237182,fthl27
ENSDARG00000078452,367.7518477014836,2.753989289257458,0.5750059248162446,4.78949723889811,1.6719969880134332e-06,0.0015824232117966,ENSDARG00000078452
ENSDARG00000095509,36.39604049301358,2.857897789907833,0.5197166016865686,5.498954200488245,3.820503416706392e-08,7.344644925516845e-05,ENSDARG00000095509
ENSDARG00000115220,34.68151256303896,2.922241065065017,0.6637660247796436,4.402516784487635,1.0700230897364416e-05,0.0055319770743467,ENSDARG00000115220
ENSDARG00000110160,53.53992151827939,2.992313679800647,0.6890213922558239,4.3428458295089385,1.4064883743993136e-05,0.0067596835908184,SBSPON
ENSDARG00000097487,55.24183093575489,2.996693375534634,0.7226684442840559,4.14670572547753,3.37293118858161e-05,0.012608204167984,pfn4
ENSDARG00000086826,586.615600288516,3.164971565549786,0.6285371868003009,5.035456345330546,4.767117658105691e-07,0.0006415110232512,sult6b1
ENSDARG00000074865,86.66146331657795,3.174458979537304,0.8240807051947352,3.852121472480247,0.0001170989055574,0.0303038456170454,FRMPD3
ENSDARG00000058327,131.72245814699968,3.188827952175607,0.7109737736960273,4.485155529153136,7.286076852390493e-06,0.0042629885305486,neu3.3
ENSDARG00000079986,178.36228065980998,3.256698000908296,0.8888513806303368,3.663939857525766,0.0002483651270518,0.0491507281578933,ENSDARG00000079986
ENSDARG00000006207,317.1865918589411,3.4291211742712657,0.7513723019256271,4.563810996869418,5.023330560834091e-06,0.0032189980646259,gpx1b
ENSDARG00000098662,950.8815112195232,3.4557114964052364,0.7034607337476284,4.912444050708021,8.994805495571561e-07,0.0011003917959446,si:ch73-359m17.9
ENSDARG00000092920,67.67685603433625,3.7447620787012927,0.7892050409634309,4.744979928321077,2.0852701162763748e-06,0.0017538424971706,ENSDARG00000092920
ENSDARG00000089667,227.25713088938,5.366432955533583,0.9010524151877394,5.955738939355105,2.5889933084813827e-09,1.446251950096389e-05,MFAP4
ENSDARG00000068088,1059.0092327923214,6.843802204888105,1.1654456309470032,5.872262097140521,4.298883703935168e-09,1.446251950096389e-05,tcnba
