gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSDARG00000036074,4380.406568837226,-2.3234014129357514,0.8385226163733174,-2.7708273665708183,0.0055914062608731,0.2540596312169558,cebpa
ENSDARG00000061486,128.13617878802197,-2.267915418399073,0.5426588011536443,-4.179265891528318,2.9245160004770923e-05,0.0115750622995353,DNAH10
ENSDARG00000102638,147.1937767620161,-2.256493893481707,0.7146088450578131,-3.1576629775680325,0.001590393083589,0.1391195327672861,ENSDARG00000102638
ENSDARG00000013856,11311.85830359325,-2.241680708400303,1.0045484870035295,-2.2315306203755463,0.0256460015567845,0.464800744543319,amy2a
ENSDARG00000103937,104.4658606876814,-2.22484484383394,0.8150114641714405,-2.7298325749267445,0.0063366497923502,0.2640009172001794,ndrg4
ENSDARG00000060051,1571.6024559819398,-2.190357703837374,0.7994228843172441,-2.739923695964837,0.0061453449588633,0.2623394214298022,slc47a2.1
ENSDARG00000043168,1210.8050586211225,-2.1757096309597697,1.0349594584838189,-2.1022172541397053,0.03553424904939,0.5169560967109643,cela1.5
ENSDARG00000092126,4324.86907186767,-2.175296648892484,0.5789059328760221,-3.75759950858604,0.0001715511551557,0.0391282016090032,vtg5
ENSDARG00000039850,96.77306316028132,-2.1132609153458537,0.7728995759827351,-2.7341985699226976,,,dusp22b
ENSDARG00000098663,320.01562507932874,-2.0725147962859496,0.6787087645082612,-3.05361431097406,0.002261025627303,0.16264547179647,fgf19
ENSDARG00000074425,158.83789680527798,-2.071843466120935,0.8484859201544416,-2.4418124295378028,0.0146137372211808,0.3705040894749604,si:busm1-57f23.1
ENSDARG00000061941,96.69709817283344,-2.052921229563168,0.7183124638719794,-2.8579780148838507,0.0042634993000754,0.2181517493578544,trpv4
ENSDARG00000032049,40.80186912301358,-2.051582097879069,0.8254852990795051,-2.485304220640609,,,enah
ENSDARG00000013522,40822.63553668292,-2.0361856187167358,0.7511314716528944,-2.710824530139882,0.0067116133554398,0.2687140228459672,pck1
ENSDARG00000021869,118.81760667259952,-2.0074930842370216,0.5635856776191484,-3.562001597907205,0.0003680381435544,0.0621810746463454,rcan2
ENSDARG00000058471,70.81961815140059,-1.968503856383969,0.8272488782391761,-2.3795787557596797,,,plk1
ENSDARG00000056587,2065.7822062428063,-1.9521490788588796,0.7053868206306647,-2.767487315843983,0.0056490243652434,0.2540596312169558,CYP2R1
ENSDARG00000052578,2964.9855199637814,-1.9218006312371396,1.3081915449449266,-1.469051408154488,0.1418188460895328,0.7339035932248383,c6ast4
ENSDARG00000035990,2369.521565527124,-1.914419492950476,0.5027620952920314,-3.807803951167952,0.0001402063552219,0.0341477543416066,cited4a
ENSDARG00000015537,126.69108799468536,-1.8950431931029048,0.6683437895446533,-2.83543173849795,0.0045763793771605,0.2272484770422491,gad2
ENSDARG00000024503,5366.7947132546615,-1.87543603693241,1.0559289408786077,-1.776100610872465,0.0757163355792336,0.6299003561055406,c6ast3
ENSDARG00000059048,137.6900129112829,-1.8713190828705928,0.4660549275068031,-4.015232910166531,5.938711844827345e-05,0.0181630102945094,mpzl1l
ENSDARG00000037618,758.9989856010894,-1.8703599120148795,0.6395641089286952,-2.9244291321284965,0.0034508864655287,0.1960748774632383,ddit4
ENSDARG00000058606,357.0256342884014,-1.8626943234075264,0.6274827611883195,-2.968518720546168,0.0029923887389467,0.1823393509907614,sik1
ENSDARG00000089885,52.72152641355337,-1.8621683903472543,0.7341524875073829,-2.5364872040000104,0.0111970834702049,0.3372822963685731,slc16a12b
ENSDARG00000007465,137.03938986103222,-1.8356699301823325,0.7721201660173461,-2.377440728754509,,,tdrd1
ENSDARG00000061810,38.72968566486414,-1.7852553251614802,0.7700521066126588,-2.3183565239689363,,,mbd3b
ENSDARG00000032630,45.00659312927208,-1.7827706833408357,0.6416185999948698,-2.778552060920756,0.0054601762838927,0.2512701205426497,NEB
ENSDARG00000103860,47.34587659984531,-1.7756304031634145,0.6628529386800385,-2.678769753513181,0.0073893185516224,0.2787822841778369,wu:fu71h07
ENSDARG00000075964,187.4869956308428,-1.761349415180949,0.7169407043749776,-2.456757447907045,,,ENSDARG00000075964
ENSDARG00000009505,5316.196730407825,-1.7520844236259885,0.7030074776937029,-2.492269967559809,0.0126929519642132,0.3517464516529922,prelid3b
ENSDARG00000012388,708.2096476481303,-1.7441678628647703,0.6988737820957535,-2.495683637801425,0.0125714665334264,0.3517464516529922,cox4i1l
ENSDARG00000043175,2874.295917538941,-1.7372599077991786,1.0899913136704713,-1.5938291305726784,0.1109743110372236,0.6975157887099106,cela1.1
ENSDARG00000020107,131.82953689046437,-1.717832796386433,0.6090234311539757,-2.820634984653199,0.0047928704338305,0.2353629348938346,usp2a
ENSDARG00000018259,57.34565229760221,-1.7005151484626473,0.5531659965615264,-3.0741498194629284,0.0021110338988843,0.1584898463934738,atp1a3a
ENSDARG00000099911,84.14406801407165,-1.698946131397346,0.4717808135099396,-3.6011344309608133,0.0003168316906854,0.0561000534414943,lrrc8c
ENSDARG00000075444,233.6526082712907,-1.6930192258686936,0.8372007078532673,-2.0222381682044897,0.0431517529284401,0.547926179973425,ENSDARG00000075444
ENSDARG00000096859,501.5855455064997,-1.6901937923118917,1.0234939205091071,-1.6513960253629587,0.0986577359002242,0.6780577895859643,ENSDARG00000096859
ENSDARG00000075015,121.77325348611107,-1.6817057658178798,0.5072539585184631,-3.315313242166978,0.000915404850366,0.1043071750267462,ENSDARG00000075015
ENSDARG00000000943,34.92511760172767,-1.6684393582887114,0.6096087963402349,-2.7369017118931493,,,dzip1
ENSDARG00000032553,399.7966766917088,-1.66631249860584,0.5639045631089884,-2.9549548055063077,0.0031271485662215,0.1845703432265075,egln3
ENSDARG00000039243,253.13902521161137,-1.664851390990719,0.5950802851853791,-2.7976920634702007,0.0051469156568898,0.24302471577111,ifi27.2
ENSDARG00000095462,1372.753870685808,-1.6597160011216467,1.1360579714967975,-1.4609430528751193,0.144031070191772,0.735365358048818,cela1.2
ENSDARG00000079031,596.9189589114,-1.659098644155764,1.0194896223184962,-1.62738159156803,0.103656078720608,0.686040125777255,ENSDARG00000079031
ENSDARG00000044010,971.0358132573654,-1.6554443251245303,0.7741302404326575,-2.13845712085774,0.0324796607106706,0.5064644196796007,loxl2a
ENSDARG00000097559,158.73673787830108,-1.65090293227198,0.6100096856574346,-2.706355277773546,0.0068026225649475,0.2687140228459672,cyp8b1.3
ENSDARG00000021339,21026.837387982134,-1.6398874081882835,1.1353842961573508,-1.444345684310059,0.1486417611189048,0.7375860695986098,cpa5
ENSDARG00000076592,578.8577432545175,-1.6337386605986646,0.5048336295349067,-3.236192212677661,0.0012113578473346,0.1198620775851634,man1b1b
ENSDARG00000056744,7924.710525959885,-1.629745353079228,1.096598414738998,-1.4861824813663664,0.1372308600300612,0.7324354776580262,ela2
ENSDARG00000060246,490.8817239879647,-1.6251571863267826,1.0156728705173896,-1.6000793498588952,0.1095809814113695,0.6950123274273072,slc16a6b
ENSDARG00000062297,592.4860891919668,-1.62364907876928,0.6111265247165113,-2.6568132998685607,0.0078883115633277,0.2833151037831712,soat1
ENSDARG00000100865,97.11570259971212,-1.6200555177262856,0.7193088032217716,-2.252239247552769,,,ENSDARG00000100865
ENSDARG00000038248,87.45068706928426,-1.615701586339522,0.602187647116476,-2.683053354010449,0.0072953350576408,0.2787822841778369,ggact.2
ENSDARG00000102125,466.7159345911619,-1.6153749538965343,0.8419501045813289,-1.918611263430868,0.0550335490739478,0.5899057099227444,IQSEC2
ENSDARG00000026834,56.90474981469621,-1.6152922602697863,0.6087958479572296,-2.653257681848164,,,cdr2l
ENSDARG00000111759,67.337438516385,-1.6042656957841428,0.6314026151510704,-2.5407967234983717,,,ccdc62
ENSDARG00000024488,236.62681761269235,-1.6027753161264162,0.8351425494772223,-1.9191637608809564,0.0549636122123763,0.5899057099227444,top2a
ENSDARG00000093671,915.5841465780844,-1.599215875010885,1.0703439102123318,-1.4941140504023953,0.1351458121972689,0.7318465841712756,ENSDARG00000093671
ENSDARG00000020239,11003.41925563812,-1.5947362890341017,0.7110026850234636,-2.2429398968886787,0.0249006905409652,0.4621911622203709,lpin1a
ENSDARG00000101431,109.9932853278283,-1.5912006839727906,0.7895148129858521,-2.015415870355943,,,gas8
ENSDARG00000010572,7279.086647353954,-1.5866125903129404,0.7148150108595398,-2.2196128595636164,0.0264450585938912,0.4718126561551572,slc25a25a
ENSDARG00000091906,158.80477428021732,-1.5794303124523994,0.6504574363338812,-2.4281839582838964,0.0151746441836997,0.3705040894749604,rbp7a
ENSDARG00000020749,75.81332007096965,-1.5676440375363212,0.8231126053721577,-1.904531685342779,0.0568409741155076,0.5952599133637244,caprin2
ENSDARG00000038429,459.58829044287353,-1.5654901277910311,0.473461742535866,-3.306476505168612,0.0009447727314644,0.1052444661965799,csrnp1b
ENSDARG00000090428,31395.356435407182,-1.5628046575912342,1.0111950876884035,-1.5455026202350453,0.1222247356037567,0.7154320430707937,ctrb.1
ENSDARG00000012381,114.53321405131057,-1.5611984663069614,0.6764154343738451,-2.3080467815642853,0.0209965346687349,0.431374606163612,hsc70
ENSDARG00000011094,94.97944203181032,-1.557186088714662,0.8268904566604925,-1.8831830457973424,,,ccna2
ENSDARG00000017314,59665.22176135176,-1.5564459476456314,1.0439856744260418,-1.490869066284198,0.1359958742881868,0.7320021907559366,cela1.6
ENSDARG00000055133,48.9119040388191,-1.5480221254066409,0.7431099559344321,-2.08316698362635,,,CENPF
ENSDARG00000073742,67796.12141536296,-1.5429990657325954,1.1245356638116335,-1.3721210588400303,0.1700257547662508,0.7591750965519868,prss59.2
ENSDARG00000039669,46.55163839752426,-1.5253587138599682,0.7477572899115128,-2.039911525356676,,,gfus.2
ENSDARG00000079290,52.90194703811505,-1.524843983204674,0.403404577469679,-3.7799372351427647,0.0001568678973854,0.0370345841248422,ENSDARG00000079290
ENSDARG00000091902,1429.773917997289,-1.5225509356310851,0.5451514031974009,-2.792895563876528,0.0052238554421323,0.2457951842125001,b3gnt2b
ENSDARG00000078127,295.6794294376699,-1.5083804915153718,0.4816860584063754,-3.131459724007257,0.0017393964243467,0.1427259614782592,NEURL4
ENSDARG00000075963,2066.7927596025143,-1.4970127699238274,0.5566477609917097,-2.689335832873534,0.0071594352266651,0.276058796118147,mhc1uba
ENSDARG00000068680,13196.408201131258,-1.49502659133199,1.099538262027154,-1.359685827190495,0.1739293649892175,0.7638140297066683,ctrl
ENSDARG00000007396,473.0738180818058,-1.494874324242885,0.7600669641405998,-1.9667666071148413,0.0492101239779935,0.5719038712922678,rnd3b
ENSDARG00000104288,47.41947825390231,-1.491576748269035,0.5601881584087274,-2.662635269738678,0.0077531400367242,0.2832428612714411,HFM1
ENSDARG00000094857,39870.51022241653,-1.4868970622087574,0.6465099597606123,-2.299882685116438,0.0214548673063609,0.4350709169713704,dio2
ENSDARG00000076831,42.85113468231975,-1.4864328817465955,0.6519842411275211,-2.279860137686772,0.022615984917487,0.4436708574910999,iqck
ENSDARG00000039730,14621.882797264809,-1.4819447785405586,0.8726676713952888,-1.6981776993882567,0.0894742281957247,0.661530287696755,ctrb.3
ENSDARG00000029381,1648.7505549602704,-1.4749375531716362,0.3438921513182711,-4.288953811587826,1.7951669637073996e-05,0.0075492380720657,aldh3a2b
ENSDARG00000014059,98.9841406128907,-1.474223839848589,0.5303655957301802,-2.779637012123596,0.0054419691034467,0.2512701205426497,cldn5b
ENSDARG00000041870,111.39487245754296,-1.4634011110756155,0.6804185269408697,-2.1507367203168317,0.0314969862767658,0.4998289437811771,ift172
ENSDARG00000044325,121.25563527350626,-1.4630445892941843,1.1159378999253946,-1.31104480759368,0.1898426257881948,0.7755103460822409,ddx19a
ENSDARG00000007276,20370.23799751089,-1.4628705217097575,1.060513178523822,-1.3793987206703036,0.167771853493467,0.7568574698161534,ela3l
ENSDARG00000116005,38.70320240901727,-1.462206900901094,0.4967167317319401,-2.9437440043598,0.0032426809635753,0.1905535271914123,zgc:171446
ENSDARG00000058259,104.91032201642354,-1.459378456314112,0.5394373490598737,-2.7053715484430265,0.0068228029538347,0.2687140228459672,ENSDARG00000058259
ENSDARG00000011122,7561.045504362492,-1.457728408136468,0.6646575739827352,-2.193202131740596,0.0282928190312259,0.4811485055485691,pptc7a
ENSDARG00000105046,72.28082056283206,-1.455334279337179,0.7216893231210338,-2.016566177040569,0.0437408056655246,0.5486772186241108,ccnf
ENSDARG00000044685,136.69556379022146,-1.4537113378334718,0.683289472778802,-2.127519002922023,0.0333769841108904,0.5094349261592923,nr0b2a
ENSDARG00000056339,118.91349967362278,-1.4525100062348513,0.8433869693480064,-1.722234346776471,0.085027075288833,0.6540977389437479,ENSDARG00000056339
ENSDARG00000043173,3719.1159873909305,-1.451422656940914,1.0095740062137666,-1.4376585054762103,0.1505309720036931,0.7375860695986098,cela1.3
ENSDARG00000068257,131.3930786651889,-1.448657754446336,0.768740104315869,-1.884457108863276,0.0595031712507181,0.6005141244666815,kcne4
ENSDARG00000058159,332.4989045871316,-1.446568612790767,0.3150944544185474,-4.590904703353668,4.413288202887966e-06,0.0029694809673131,ipo8
ENSDARG00000103380,158.89449660356792,-1.4374738832977598,0.7591895660343128,-1.8934320854888973,0.0583004318958127,0.5962046780534497,ENSDARG00000103380
ENSDARG00000091234,76.73198398638124,-1.4362424248167494,0.4998045676663544,-2.873608041484559,0.0040581224982338,0.2116672653439253,si:ch73-335l21.4
ENSDARG00000105039,38.04778911079346,-1.4352240179090372,0.4061229109512731,-3.5339646673645464,0.0004093758000002,0.0655829778643335,ENSDARG00000105039
ENSDARG00000025679,150.36672204376478,-1.4348037004503065,1.0645725658730854,-1.3477744462385093,0.177730939224417,0.7677435648771058,comtb
ENSDARG00000057105,577.621380140677,-1.430854287579748,0.4888050904112366,-2.9272491544144024,0.0034197480004835,0.1960748774632383,nle1
ENSDARG00000006862,51.5719000068209,-1.4305357547108848,0.7171108607984725,-1.994859976207924,0.0460581538052808,0.5614171881862896,kifap3b
ENSDARG00000086327,95.04148717682344,-1.4206693259073435,0.4231716935473912,-3.3571936582006803,0.0007873794236129,0.0954573414735113,ENSDARG00000086327
ENSDARG00000061066,81.05428914179451,-1.4199670363864645,0.4872442076801115,-2.91428202532622,0.0035650767618243,0.1974289628965857,c2cd2l
ENSDARG00000078310,176.05819093893618,-1.418965648859143,0.589283237313073,-2.407951828613238,,,ENSDARG00000078310
ENSDARG00000042993,46942.112529968086,-1.4143234259959272,1.0286877520776951,-1.374881175691402,0.1691682861626793,0.7580661794555014,prss1
ENSDARG00000070656,90.1795334834015,-1.407966277554909,0.6171314134176682,-2.281469144080034,,,cdca3
ENSDARG00000031116,69.26364677976197,-1.4062715617797,0.4144225202477258,-3.3933280482418886,0.0006904889365599,0.087659524710263,dnal4a
ENSDARG00000038288,73.16529691404743,-1.399209632804116,0.4925427279686872,-2.840788328303304,0.0045002171508458,0.2259679932796008,cd151
ENSDARG00000070426,14010.30144954905,-1.39567183445327,0.5656980468502952,-2.4671674972613378,0.0136186636870711,0.3640423511641468,chac1
ENSDARG00000112165,93.6518657572043,-1.3945155470144217,0.5525642429682198,-2.5237165899904705,,,rabepk
ENSDARG00000018383,75.46413244655692,-1.391219186522461,0.5257709442969976,-2.646055666660402,0.0081436413936892,0.2861331128847943,frzb
ENSDARG00000104306,874.9087277417805,-1.3848973332538823,0.5168204502236275,-2.6796488657804454,0.0073699424545844,0.2787822841778369,UBR1
ENSDARG00000061121,75.07656922846434,-1.3823353484256018,0.4885776265078109,-2.829305464325232,0.0046649150650446,0.2299478462648547,ADGRL3
ENSDARG00000010816,59.24692473750209,-1.3801469644006117,0.5420772392948261,-2.5460337832962843,0.0108954643272525,0.3324722527252556,slc7a14a
ENSDARG00000062374,170.35949145716833,-1.3787992527769704,0.5754342419006188,-2.3961021996586327,,,leng9
ENSDARG00000036239,7937.704160157101,-1.3744652179726888,0.8475675531120739,-1.6216586075363166,0.104876466256248,0.6881143863531597,gatm
ENSDARG00000061368,2540.5775121275237,-1.3702885589998173,0.5635013840536822,-2.4317394735436464,0.0150265113299425,0.3705040894749604,klf13
ENSDARG00000097556,524.6149730196001,-1.3675593163796098,0.4884114477367544,-2.800014870078765,0.0051100252589795,0.2421763895265083,cyp8b1.2
ENSDARG00000102145,55.61607953443006,-1.3643331313050389,0.7040275526362386,-1.9378973538695736,,,ccdc77
ENSDARG00000070272,64.23094348371473,-1.3615303190199255,0.3543249102354152,-3.8426040046558345,0.0001217357999311,0.0309094086730959,ENSDARG00000070272
ENSDARG00000086490,103.30489865845443,-1.3612394947337874,0.6858361377739585,-1.984788231124724,,,ENSDARG00000086490
ENSDARG00000030915,5014.961803564754,-1.3605700271584171,1.127473244136564,-1.2067426293564618,0.2275312764091518,0.7942317464120333,cpa1
ENSDARG00000074120,463.8995852390767,-1.3583625032366875,0.5229074228912056,-2.597711265459133,0.0093847369766546,0.3102958365966615,ENSDARG00000074120
ENSDARG00000056765,17589.504157853476,-1.3529535474735963,1.0240680995179223,-1.3211558373027104,0.186449408190982,0.7743980512426064,ela2l
ENSDARG00000032206,624.0323850425838,-1.3468757992893203,0.8475093241443068,-1.5892164969974838,0.1120115232416036,0.6976167268688491,cthl
ENSDARG00000033182,1673.1960196137295,-1.3461096614406731,0.4723053473582541,-2.85008346606675,0.0043707757606674,0.2202903723269735,arl4ab
ENSDARG00000102406,61.676333929737055,-1.3373371194009094,0.4450888555660912,-3.0046519985318487,0.0026588487020573,0.1723356200594399,ENSDARG00000102406
ENSDARG00000004111,223.63910534275365,-1.3293516043826863,0.4166545562962174,-3.190536583110336,0.0014200886093058,0.1319491412968486,esr1
ENSDARG00000063321,43.31776537591567,-1.3281934008956633,0.663004526629562,-2.0032946194917307,,,rabl2
ENSDARG00000023768,30.90925161647838,-1.3277271054297477,0.7557207660202855,-1.7569017091083987,0.0789345642870024,0.6354181010062884,mfsd4aa
ENSDARG00000016866,864.8588160188023,-1.318065650167509,0.4733024971472171,-2.784827162569427,0.0053556262116507,0.2493794530456196,eeig1b
ENSDARG00000076317,359.9174697172484,-1.3178820612483146,0.3977684577229208,-3.313188956190012,0.0009223864032238,0.1043071750267462,plod3
ENSDARG00000059054,2476.225918522048,-1.312912207020947,0.6938829192412039,-1.8921235421916465,0.0584745222978055,0.5962046780534497,pdk2b
ENSDARG00000117694,60.03007481697146,-1.312747452505837,0.4285511328782215,-3.06322245303426,0.002189672196274,0.161018681668084,ENSDARG00000117694
ENSDARG00000099148,17043.53557150171,-1.3114290102075776,0.7082438247591476,-1.8516631763835785,0.0640742049133042,0.6117068349310706,bzw1b
ENSDARG00000017299,927.4037825230932,-1.308245415569253,0.6279521359749572,-2.0833521229099308,0.0372191389100885,0.5263342738745272,fabp4a
ENSDARG00000105407,406.20694519183087,-1.3052203118961456,0.6207820904160851,-2.102541829164738,0.0355058394951595,0.5169560967109643,ENSDARG00000105407
ENSDARG00000040725,28.81884528218429,-1.303302442540594,0.6056260702122035,-2.151991974328209,0.0313979864758984,0.4994358203382575,zgc:114130
ENSDARG00000077726,1063.184661227442,-1.3014002995250495,0.5569695640999601,-2.3365734564474074,0.0194613739775909,0.4190267353863065,NOCT
ENSDARG00000057949,1650.3941319897017,-1.297880875371184,0.76060817363776,-1.7063725060484298,0.0879387462325706,0.6578012138671288,slc43a3b
ENSDARG00000071558,193.48235769012095,-1.2976929587073167,0.6055329891768118,-2.14305906020324,0.0321083562783997,0.5030059958538134,fblim1
ENSDARG00000071304,40.21702461597971,-1.2953711990683068,0.5571541451627586,-2.324978123764827,0.020073129988476,0.4214104684164155,TBC1D2
ENSDARG00000090337,542.3046437846353,-1.2951854375065543,1.1734270091422117,-1.103763103640634,0.2696959139248694,0.8186373374804147,ENSDARG00000090337
ENSDARG00000056410,15618.749920065438,-1.2947306108163008,0.6128671514946308,-2.112579549513748,0.03463677062226,0.5117403361687742,ENSDARG00000056410
ENSDARG00000070486,91.18681778584843,-1.2945402936509411,0.8730071639786308,-1.482851856279416,0.1381137749748109,0.7332159995018576,rbp7b
ENSDARG00000098631,99.7130360278288,-1.2910450616857392,0.4108164723444074,-3.1426321693434764,0.0016743610214802,0.1406292233692547,ENSDARG00000098631
ENSDARG00000030547,143.12549298857613,-1.2867972824363212,0.5906712169916087,-2.178533921104542,0.0293663096635112,0.488076258170753,rnd1a
ENSDARG00000079274,74960.4064059425,-1.279547568295925,1.082295413536642,-1.182253525509008,0.2371051200715148,0.7964395643807649,prss59.1
ENSDARG00000098529,83.86104298012704,-1.2749424168682302,0.734360637722434,-1.7361257553541694,0.0825416012914848,0.6477474936737172,ccne2
ENSDARG00000024746,217.2638347250203,-1.27187451893608,0.7678762953793546,-1.6563534082110645,0.097650270587942,0.6762346051575209,hsp90aa1.2
ENSDARG00000076153,69.2794592871652,-1.2685128786863278,0.5383761014027049,-2.3561834847076195,,,LCA5
ENSDARG00000100606,94.53060587993365,-1.266794610133874,0.665808687652542,-1.9026405537005573,0.0570874636811343,0.5953397031548847,ARHGEF25
ENSDARG00000005645,19.36334274305483,-1.2621188682376052,0.4873562798996697,-2.5897252591008635,0.0096052557295968,0.3152632350077672,robo3
ENSDARG00000101759,485.0257807147128,-1.26133642739704,0.6592016406692057,-1.913430352079466,0.0556929818420646,0.5936114934145216,homer1b
ENSDARG00000075857,95.86620025547448,-1.259144538632183,0.2722614684961107,-4.624762165529014,3.7502847050538537e-06,0.0026561884882057,PGS1
ENSDARG00000079271,413.2680005465377,-1.2566042583704722,0.6011666312997652,-2.090276128023945,0.0365930024050163,0.5207085297748097,dcxr
ENSDARG00000076473,76.83526251609997,-1.2539653899524492,0.7016229318508114,-1.787235469406072,0.0738994388111278,0.6270269533930309,TRIM37
ENSDARG00000016200,471.3845001948434,-1.2483773100875954,0.5065172313251366,-2.4646294990234083,0.0137154991484151,0.3640423511641468,trib3
ENSDARG00000005590,50.54127674605349,-1.2482528310395244,0.7024438395295574,-1.7770144185128134,,,mtf2
ENSDARG00000088087,1063.060807878138,-1.2455408081995574,0.5569677305136055,-2.236288998378752,0.0253328466345668,0.4624193118023694,KDM6B
ENSDARG00000001835,39.18305422460292,-1.2442668048329724,0.536330207190239,-2.3199640597375946,0.0203428216500881,0.4231118252631156,nalcn
ENSDARG00000021590,146.85090687294564,-1.2387736437186567,0.5293147218166392,-2.34033476240206,0.0192664618216233,0.4172532390868071,magi2a
ENSDARG00000029476,13469.68723545446,-1.238652444415829,0.6412930449144376,-1.9314920912343465,0.0534222264267224,0.5876644689462672,ldlra
ENSDARG00000039269,7119.731996413836,-1.2367812089441492,0.6266128513224772,-1.9737565329755065,0.0484094335296802,0.5703936285950014,arg2
ENSDARG00000018121,49.21109474566008,-1.2361485012822542,0.7318491566562376,-1.6890755288017565,,,ENSDARG00000018121
ENSDARG00000088841,59.26407332455789,-1.2297212276715994,0.6088370473026922,-2.019787122218641,0.0434054734896866,0.547926179973425,dnal4b
ENSDARG00000060196,376.2395765049804,-1.2293313646609216,0.2572494605277209,-4.778751963712865,1.7638662537674877e-06,0.0015824232117966,lhpp
ENSDARG00000104672,580.886666904242,-1.2200095773725057,0.7858729721324883,-1.5524259271342231,0.120560343735403,0.7138147841021111,ENSDARG00000104672
ENSDARG00000076520,1150.1809735952145,-1.2188439002409286,0.6616703388374882,-1.8420712380463635,0.0654647302812299,0.6120845253434957,mafb
ENSDARG00000041220,37.04125087857435,-1.2155656282291518,0.5027586832683879,-2.4177914150122115,0.0156150249528352,0.3729809256282715,ftr53
ENSDARG00000070961,183.87268901097465,-1.2123099180909451,0.4596216651648704,-2.6376257038624997,0.0083488676144954,0.2888193097384725,lepr
ENSDARG00000001803,57.26861996721697,-1.2118254370722152,0.6984442419947565,-1.7350353316840903,0.0827345473042898,0.6477474936737172,kcnh6a
ENSDARG00000104039,5817.547790514685,-1.2106112584254836,0.4728164411496848,-2.5604254697273245,0.0104544084822278,0.324724520020195,errfi1a
ENSDARG00000033307,4872.036646510749,-1.2105601372648875,0.5611225260834007,-2.157390019100676,0.0309752882492941,0.4968229487136482,igf2b
